REP AVG STDV    MIN MAX GRAPH   ORDER   SIZE    AG
100	0.00041	0.00002	0.00038	0.00048	   Digraph	265	180	     fbell	
100	0.00475	0.00071	0.00439	0.00954	   Digraph	265	180	      dijk	
100	0.25714	0.00369	0.25100	0.26920	   Digraph	266	180	      bell	
100	0.00041	0.00003	0.00037	0.00062	   Digraph	266	180	     fbell	
100	0.00470	0.00070	0.00442	0.00952	   Digraph	266	180	      dijk	
100	0.25643	0.00334	0.25216	0.26799	   Digraph	267	180	      bell	
100	0.00038	0.00002	0.00035	0.00045	   Digraph	267	180	     fbell	
100	0.00482	0.00069	0.00456	0.00938	   Digraph	267	180	      dijk	
100	0.25896	0.00392	0.25385	0.27746	   Digraph	268	180	      bell	
100	0.00044	0.00048	0.00035	0.00517	   Digraph	268	180	     fbell	
100	0.00478	0.00057	0.00451	0.01011	   Digraph	268	180	      dijk	
100	0.26150	0.00451	0.24924	0.28599	   Digraph	269	180	      bell	
100	0.00042	0.00002	0.00038	0.00050	   Digraph	269	180	     fbell	
100	0.00476	0.00069	0.00445	0.00941	   Digraph	269	180	      dijk	
100	0.25942	0.00364	0.25496	0.27523	   Digraph	270	180	      bell	
100	0.00039	0.00002	0.00036	0.00047	   Digraph	270	180	     fbell	
100	0.00485	0.00071	0.00453	0.00944	   Digraph	270	180	      dijk	
100	0.26343	0.00448	0.25457	0.28963	   Digraph	271	180	      bell	
100	0.00040	0.00004	0.00036	0.00068	   Digraph	271	180	     fbell	
100	0.00481	0.00053	0.00454	0.00963	   Digraph	271	180	      dijk	
100	0.26468	0.00385	0.25823	0.27895	   Digraph	272	180	      bell	
100	0.00040	0.00002	0.00036	0.00047	   Digraph	272	180	     fbell	
100	0.00504	0.00394	0.00437	0.04360	   Digraph	272	180	      dijk	
100	0.26340	0.00385	0.25830	0.28335	   Digraph	273	180	      bell	
100	0.00042	0.00003	0.00038	0.00056	   Digraph	273	180	     fbell	
100	0.00479	0.00070	0.00445	0.00963	   Digraph	273	180	      dijk	
100	0.32719	0.00420	0.31971	0.33948	   Digraph	274	180	      bell	
100	0.00040	0.00002	0.00036	0.00050	   Digraph	274	180	     fbell	
100	0.00481	0.00072	0.00439	0.00957	   Digraph	274	180	      dijk	
100	0.26965	0.00417	0.26331	0.29126	   Digraph	275	180	      bell	
100	0.00042	0.00002	0.00038	0.00053	   Digraph	275	180	     fbell	
100	0.00501	0.00072	0.00466	0.00987	   Digraph	275	180	      dijk	
100	0.33071	0.00502	0.32201	0.34617	   Digraph	276	180	      bell	
100	0.00040	0.00003	0.00036	0.00054	   Digraph	276	180	     fbell	
100	0.00490	0.00071	0.00449	0.00955	   Digraph	276	180	      dijk	
100	0.26858	0.00389	0.26269	0.28167	   Digraph	277	180	      bell	
100	0.00040	0.00002	0.00036	0.00049	   Digraph	277	180	     fbell	
100	0.00500	0.00070	0.00469	0.00981	   Digraph	277	180	      dijk	
100	0.27701	0.00488	0.26333	0.29807	   Digraph	278	180	      bell	
100	0.00045	0.00047	0.00036	0.00515	   Digraph	278	180	     fbell	
100	0.00497	0.00061	0.00469	0.01061	   Digraph	278	180	      dijk	
100	0.27871	0.00378	0.27186	0.29352	   Digraph	279	180	      bell	
100	0.00046	0.00046	0.00038	0.00500	   Digraph	279	180	     fbell	
100	0.00495	0.00060	0.00467	0.01045	   Digraph	279	180	      dijk	
100	0.27562	0.00342	0.26908	0.28530	   Digraph	280	180	      bell	
100	0.00042	0.00002	0.00039	0.00049	   Digraph	280	180	     fbell	
100	0.00508	0.00053	0.00481	0.01000	   Digraph	280	180	      dijk	
100	0.27927	0.00354	0.27323	0.29357	   Digraph	281	180	      bell	
100	0.00041	0.00003	0.00038	0.00056	   Digraph	281	180	     fbell	
100	0.00503	0.00072	0.00471	0.00990	   Digraph	281	180	      dijk	
100	0.28010	0.00464	0.27306	0.30348	   Digraph	282	180	      bell	
100	0.00041	0.00002	0.00037	0.00056	   Digraph	282	180	     fbell	
100	0.00511	0.00073	0.00479	0.01025	   Digraph	282	180	      dijk	
100	0.28184	0.00351	0.27375	0.29613	   Digraph	283	180	      bell	
100	0.00041	0.00002	0.00037	0.00049	   Digraph	283	180	     fbell	
100	0.00502	0.00071	0.00471	0.00990	   Digraph	283	180	      dijk	
100	0.35374	0.00736	0.34226	0.39238	   Digraph	284	180	      bell	
100	0.00040	0.00003	0.00037	0.00054	   Digraph	284	180	     fbell	
100	0.00497	0.00075	0.00454	0.01000	   Digraph	284	180	      dijk	
100	0.35970	0.00624	0.34667	0.39596	   Digraph	285	180	      bell	
100	0.00050	0.00048	0.00042	0.00522	   Digraph	285	180	     fbell	
100	0.00510	0.00061	0.00472	0.01068	   Digraph	285	180	      dijk	
100	0.28694	0.00427	0.27879	0.31033	   Digraph	286	180	      bell	
100	0.00041	0.00002	0.00037	0.00048	   Digraph	286	180	     fbell	
100	0.00512	0.00083	0.00475	0.01139	   Digraph	286	180	      dijk	
100	0.28987	0.00433	0.28232	0.31371	   Digraph	287	180	      bell	
100	0.00043	0.00003	0.00039	0.00059	   Digraph	287	180	     fbell	
100	0.00551	0.00350	0.00473	0.03946	   Digraph	287	180	      dijk	
100	0.28785	0.00749	0.27903	0.33258	   Digraph	288	180	      bell	
100	0.00041	0.00002	0.00038	0.00051	   Digraph	288	180	     fbell	
100	0.00518	0.00071	0.00487	0.00999	   Digraph	288	180	      dijk	
100	0.29265	0.00404	0.28348	0.30745	   Digraph	289	180	      bell	
100	0.00042	0.00002	0.00038	0.00052	   Digraph	289	180	     fbell	
100	0.00512	0.00069	0.00480	0.00962	   Digraph	289	180	      dijk	
100	0.29199	0.00448	0.28302	0.31838	   Digraph	290	180	      bell	
100	0.00043	0.00002	0.00040	0.00051	   Digraph	290	180	     fbell	
100	0.00516	0.00069	0.00479	0.00973	   Digraph	290	180	      dijk	
100	0.29641	0.00581	0.28634	0.32489	   Digraph	291	180	      bell	
100	0.00047	0.00045	0.00038	0.00496	   Digraph	291	180	     fbell	
100	0.00522	0.00075	0.00490	0.01054	   Digraph	291	180	      dijk	
100	0.29636	0.00380	0.29090	0.31678	   Digraph	292	180	      bell	
100	0.00042	0.00002	0.00039	0.00051	   Digraph	292	180	     fbell	
100	0.00521	0.00073	0.00488	0.01025	   Digraph	292	180	      dijk	
100	0.29796	0.00299	0.29241	0.31578	   Digraph	293	180	      bell	
100	0.00043	0.00002	0.00039	0.00053	   Digraph	293	180	     fbell	
100	0.00525	0.00069	0.00497	0.00988	   Digraph	293	180	      dijk	
100	0.29855	0.00373	0.28814	0.32145	   Digraph	294	180	      bell	
100	0.00042	0.00002	0.00039	0.00051	   Digraph	294	180	     fbell	
100	0.00526	0.00068	0.00496	0.00979	   Digraph	294	180	      dijk	
100	0.30515	0.00645	0.29593	0.32886	   Digraph	295	180	      bell	
100	0.00044	0.00003	0.00039	0.00051	   Digraph	295	180	     fbell	
100	0.00534	0.00069	0.00475	0.01002	   Digraph	295	180	      dijk	
100	0.30194	0.00534	0.29463	0.32465	   Digraph	296	180	      bell	
100	0.00042	0.00002	0.00039	0.00049	   Digraph	296	180	     fbell	
100	0.00519	0.00050	0.00494	0.00964	   Digraph	296	180	      dijk	
100	0.30732	0.00565	0.29941	0.33010	   Digraph	297	180	      bell	
100	0.00045	0.00002	0.00041	0.00051	   Digraph	297	180	     fbell	
100	0.00528	0.00050	0.00500	0.00985	   Digraph	297	180	      dijk	
100	0.28938	0.00518	0.28234	0.31824	   Digraph	298	180	      bell	
100	0.00045	0.00002	0.00041	0.00051	   Digraph	298	180	     fbell	
100	0.00525	0.00050	0.00502	0.00986	   Digraph	298	180	      dijk	
100	0.29244	0.00725	0.26791	0.32506	   Digraph	299	180	      bell	
100	0.00043	0.00002	0.00040	0.00051	   Digraph	299	180	     fbell	
100	0.00519	0.00051	0.00496	0.00992	   Digraph	299	180	      dijk	
100	0.29262	0.00497	0.28677	0.31532	   Digraph	300	180	      bell	
100	0.00043	0.00002	0.00039	0.00050	   Digraph	300	180	     fbell	
100	0.00519	0.00049	0.00498	0.00973	   Digraph	300	180	      dijk	
